make_model,power_kW,age,empty_weight,mileage,gearbox,gears,drivetrain,cons_avg,co_emissions,price
Fiat Tipo,70.0,2.0,1270.0,13250.0,Manual,6.0,Front,6.6,150.0,13660.0
Fiat 500,51.0,3.0,960.0,12512.0,Manual,5.0,Front,5.3,123.0,12390.0
Fiat 500,51.0,4.0,960.0,11813.0,Manual,5.0,Front,4.9,0.0,11990.0
Fiat Tipo,74.0,0.0,1335.0,99.0,Manual,5.0,Front,5.2,131.0,24990.0
Fiat 500,63.0,6.0,1055.0,37500.0,Manual,5.0,Front,4.8,110.0,9990.0
Fiat Tipo,74.0,0.0,1315.0,99.0,Manual,5.0,Front,5.1,126.0,22990.0
Fiat 500,51.0,3.0,1035.0,29523.0,Manual,5.0,Front,5.5,126.0,12390.0
Fiat 500,51.0,3.0,960.0,42724.0,Manual,5.0,Front,5.3,123.0,12390.0
Fiat 500,51.0,2.0,1035.0,22241.0,Manual,5.0,Front,5.5,126.0,10940.0
Fiat 500,51.0,3.0,960.0,93200.0,Manual,5.0,Front,4.9,115.0,9900.0
Fiat 500,51.0,3.0,960.0,12406.0,Manual,5.0,Front,5.3,123.0,12890.0
Fiat 500,51.0,3.0,960.0,24431.0,Manual,5.0,Front,5.3,123.0,12890.0
Fiat 500,51.0,3.0,960.0,15127.0,Manual,5.0,Front,5.3,123.0,12890.0
Fiat 500,51.0,2.0,1035.0,13140.0,Manual,5.0,Front,5.5,126.0,10940.0
Fiat 500,51.0,3.0,960.0,30650.0,Manual,5.0,Front,5.3,123.0,12390.0
Fiat 500,51.0,3.0,960.0,17439.0,Manual,5.0,Front,5.3,123.0,12890.0
Fiat Tipo,74.0,0.0,1335.0,300.0,Manual,5.0,Front,5.2,131.0,24990.0
Fiat Tipo,74.0,0.0,1335.0,99.0,Manual,5.0,Front,5.2,131.0,24990.0
Fiat 500,51.0,2.0,1035.0,17192.0,Manual,5.0,Front,5.5,126.0,13280.0
Fiat 500,51.0,4.0,960.0,50900.0,Manual,5.0,Front,4.9,115.0,11490.0
Fiat Tipo,70.0,3.0,1335.0,78497.0,Manual,5.0,Front,6.4,147.0,11900.0
Fiat 500,51.0,3.0,1035.0,24743.0,Manual,5.0,Front,5.5,126.0,12390.0
Fiat Tipo,74.0,0.0,1315.0,99.0,Manual,5.0,Front,5.1,126.0,22990.0
Fiat Tipo,74.0,0.0,1335.0,99.0,Manual,5.0,Front,5.2,131.0,24990.0
Fiat 500,51.0,1.0,1055.0,99.0,Manual,5.0,Front,4.1,93.0,17700.0
Fiat 500,51.0,5.0,960.0,43232.0,Manual,5.0,Front,4.9,0.0,11460.0
Fiat 500,51.0,7.0,960.0,146941.0,Manual,5.0,Front,4.9,115.0,8290.0
Fiat 500,51.0,2.0,1035.0,19746.0,Manual,5.0,Front,5.5,126.0,13280.0
Fiat Panda,51.0,4.0,1055.0,49088.0,Manual,5.0,Front,4.95,113.0,8935.0
Fiat 500,51.0,1.0,980.0,9666.0,Manual,6.0,Front,3.8,88.0,16999.0
Fiat 500,51.0,5.0,960.0,113400.0,Manual,5.0,Front,5.0,115.0,10800.0
Fiat 500,51.0,6.0,960.0,71573.0,Manual,5.0,Front,4.9,115.0,9900.0
Fiat 500,51.0,5.0,960.0,62393.0,Manual,5.0,Front,6.5,122.0,9990.0
Fiat 500,52.0,2.0,960.0,31378.0,Manual,5.0,Front,3.9,115.0,12900.0
Fiat Panda,51.0,2.0,1055.0,16000.0,Manual,5.0,Front,5.9,140.0,11590.0
Fiat 500,51.0,0.0,1055.0,150.0,Manual,6.0,Front,4.9,115.0,18397.0
Fiat Tipo,74.0,1.0,1335.0,15000.0,Manual,5.0,Front,5.4,137.0,19390.0
Fiat Panda,51.0,2.0,1055.0,4126.0,Manual,5.0,Front,4.95,113.0,11970.0
Fiat 500,52.0,1.0,960.0,36377.0,Manual,5.0,Front,4.9,115.0,13590.0
Fiat Panda,51.0,6.0,1055.0,52576.0,Manual,5.0,Front,5.0,113.0,8900.0
Fiat Panda,52.0,0.0,1055.0,99.0,Manual,6.0,Front,4.9,93.0,15990.0
Fiat Panda,51.0,6.0,1055.0,52576.0,Manual,5.0,Front,5.0,113.0,8900.0
Fiat Panda,52.0,0.0,1055.0,99.0,Manual,6.0,Front,5.0,114.0,16990.0
Fiat Panda,52.0,0.0,1055.0,99.0,Manual,6.0,Front,4.9,93.0,16490.0
Fiat 500,51.0,2.0,1055.0,5.0,Manual,5.0,Front,5.5,126.0,14890.0
Fiat 500,51.0,4.0,960.0,19440.0,Manual,5.0,Front,4.9,115.0,11890.0
Fiat 500,51.0,4.0,960.0,40769.0,Manual,5.0,Front,4.9,115.0,11690.0
Fiat 500,51.0,8.0,865.0,99000.0,Manual,5.0,Front,5.1,119.0,5990.0
Fiat 500,62.0,11.0,865.0,106000.0,Manual,5.0,Front,4.1,95.0,5700.0
Fiat Tipo,88.0,5.0,1335.0,91044.0,Manual,6.0,Front,4.2,111.0,10900.0
Fiat Tipo,88.0,1.0,1335.0,1.0,Manual,5.0,Front,4.1,108.0,20900.0
Fiat Tipo,88.0,5.0,1335.0,75420.0,Manual,6.0,Front,4.2,110.0,11900.0
Fiat Tipo,73.0,0.0,1335.0,1.0,Manual,5.0,Front,5.7,130.0,22900.0
Fiat Panda,59.0,6.0,1115.0,65000.0,Manual,5.0,Front,3.9,104.0,6500.0
Fiat Tipo,96.0,0.0,1425.0,1.0,Automatic,7.0,Front,5.6,120.0,25650.0
Fiat 500X,88.0,3.0,1275.0,47000.0,Manual,6.0,Front,5.8,133.0,22500.0
Fiat 500X,96.0,1.0,1275.0,18425.0,Manual,6.0,Front,0.0,127.0,25750.0
Fiat Tipo,70.0,5.0,1335.0,32000.0,Manual,5.0,Front,5.7,130.0,10990.0
Fiat Tipo,98.0,0.0,1335.0,6000.0,Manual,5.0,Front,5.7,117.0,26499.0
Fiat Tipo,73.0,0.0,1315.0,2.0,Manual,5.0,Front,5.7,130.0,17100.0
Fiat 500,87.0,0.0,960.0,5000.0,Automatic,1.0,Front,2.359,0.0,25800.0
Fiat Tipo,70.0,1.0,1390.0,1.0,Manual,5.0,Front,4.4,117.0,24900.0
Fiat Tipo,73.0,1.0,1335.0,1.0,Manual,5.0,Front,5.7,130.0,22800.0
Fiat Tipo,88.0,4.0,1335.0,33290.0,Manual,5.0,Front,3.7,98.0,14699.0
Fiat Tipo,70.0,5.0,1270.0,66990.0,Manual,6.0,Front,5.7,132.0,10390.0
Fiat Tipo,88.0,3.0,1370.0,77700.0,Manual,6.0,Front,4.5,117.0,14900.0
Fiat Tipo,88.0,6.0,1385.0,123979.0,Manual,6.0,Front,4.2,110.0,10900.0
Fiat Tipo,70.0,0.0,1370.0,1.0,Manual,5.0,Front,4.3,113.0,23490.0
Fiat Tipo,70.0,4.0,1280.0,166800.0,Manual,5.0,Front,4.1,108.0,8900.0
Fiat 500,70.0,7.0,980.0,47219.0,Manual,5.0,Front,3.9,104.0,9950.0
Fiat Tipo,88.0,4.0,1370.0,181500.0,Manual,6.0,Front,3.7,98.0,12700.0
Fiat Tipo,88.0,2.0,1370.0,56504.0,Manual,6.0,Front,4.2,110.0,17950.0
Fiat Tipo,88.0,5.0,1335.0,61000.0,Automatic,6.0,Front,4.5,117.0,14650.0
Fiat Tipo,70.0,6.0,1335.0,71751.0,Manual,5.0,Front,5.7,130.0,9390.0
Fiat 500,132.0,0.0,1140.0,10.0,Manual,5.0,Front,4.9,115.0,33500.0
Fiat Tipo,96.0,1.0,1415.0,69750.0,Manual,6.0,Front,4.7,118.0,17990.0
Fiat Tipo,88.0,5.0,1350.0,32000.0,Manual,6.0,Front,7.1,163.0,12500.0
Fiat Panda,70.0,5.0,1240.0,85500.0,Manual,5.0,4WD,4.5,119.0,16800.0
Fiat 500,51.0,5.0,865.0,51052.0,Manual,5.0,Front,4.3,99.0,10700.0
Fiat 500X,88.0,7.0,1275.0,94700.0,Manual,6.0,Front,4.1,109.0,14900.0
Fiat Tipo,96.0,0.0,1335.0,1.0,Manual,6.0,Front,4.6,122.0,27350.0
Fiat Tipo,70.0,4.0,1335.0,36966.0,Manual,5.0,Front,4.1,108.0,11900.0
Fiat 500X,103.0,6.0,1275.0,86274.0,Automatic,6.0,4WD,5.5,144.0,17900.0
Fiat Panda,70.0,4.0,1045.0,80000.0,Manual,5.0,Front,3.6,94.0,9900.0
Fiat Tipo,96.0,1.0,1335.0,19500.0,Manual,5.0,Front,4.1,108.0,17300.0
Fiat Tipo,74.0,0.0,1335.0,10.0,Automatic,5.0,Front,5.5,130.0,24300.0
Fiat Panda,70.0,5.0,1055.0,64784.0,Manual,5.0,Front,0.0,94.0,11500.0
Fiat Tipo,74.0,0.0,1315.0,1.0,Manual,5.0,Front,5.3,125.0,15900.0
Fiat Tipo,70.0,5.0,1335.0,63276.0,Manual,5.0,Front,4.1,108.0,11899.0
Fiat 500,51.0,4.0,940.0,32000.0,Manual,5.0,Front,5.6,129.0,11000.0
Fiat Tipo,74.0,1.0,1335.0,1.0,Manual,5.0,Front,8.3,130.0,18900.0
Fiat Panda,70.0,6.0,1055.0,69002.0,Manual,5.0,Front,3.8,103.5,9280.0
Fiat Tipo,74.0,0.0,1315.0,100.0,Manual,5.0,Front,5.4,136.0,20680.0
Fiat Panda,63.0,6.0,1050.0,45000.0,Automatic,5.0,Front,4.2,99.0,12900.0
Fiat Tipo,88.0,4.0,1335.0,33290.0,Manual,5.0,Front,3.7,98.0,14699.0
Fiat Tipo,70.0,6.0,1335.0,21700.0,Manual,5.0,Front,5.7,130.0,9990.0
Fiat Tipo,70.0,3.0,1335.0,32941.0,Manual,5.0,Front,5.7,130.0,11480.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,70.0,2.0,1375.0,40931.0,Manual,5.0,Front,4.2,103.0,16900.0
Fiat Panda,55.0,9.0,1190.0,114144.0,Manual,5.0,4WD,4.7,124.0,9400.0
Fiat 500,51.0,0.0,1055.0,1.0,Manual,6.0,Front,4.9,115.0,21950.0
Fiat Tipo,70.0,6.0,1335.0,68271.0,Manual,5.0,Front,4.1,108.0,12200.0
Fiat 500,51.0,0.0,1255.0,4.0,Manual,6.0,Front,3.8,88.0,16990.0
Fiat 500C,51.0,0.0,980.0,3.0,Automatic,6.0,Front,4.7,108.0,20990.0
Fiat Tipo,88.0,5.0,1335.0,70008.0,Manual,5.0,Front,4.1,108.0,15900.0
Fiat Tipo,70.0,5.0,1270.0,79400.0,Manual,6.0,Front,5.7,132.0,13500.0
Fiat Panda,74.0,15.0,1050.0,134600.0,Manual,6.0,Front,6.5,154.0,4490.0
Fiat 500,51.0,5.0,865.0,17800.0,Manual,5.0,Front,4.9,115.0,11900.0
Fiat Tipo,70.0,5.0,1365.0,134000.0,Manual,5.0,Front,3.7,99.0,11700.0
Fiat Tipo,70.0,0.0,1390.0,10.0,Manual,5.0,Front,4.4,117.0,20390.0
Fiat Panda,70.0,4.0,1055.0,83300.0,Manual,5.0,4WD,4.4,117.0,15500.0
Fiat Tipo,73.0,1.0,1335.0,1.0,Manual,5.0,Front,5.7,130.0,20900.0
Fiat 500X,88.0,4.0,1275.0,45219.0,Manual,6.0,Front,0.0,109.0,19900.0
Fiat 500,51.0,5.0,960.0,14082.0,Manual,5.0,Front,4.9,115.0,13998.0
Fiat Tipo,88.0,3.0,1370.0,79900.0,Manual,6.0,Front,3.7,98.0,15490.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,74.0,1.0,1335.0,20238.0,Manual,5.0,Front,5.7,125.0,17855.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,88.0,2.0,1370.0,23800.0,Manual,6.0,Front,4.6,120.0,19900.0
Fiat Panda,70.0,6.0,1055.0,97032.0,Manual,5.0,Front,0.0,94.0,9250.0
Fiat Panda,70.0,6.0,1120.0,71200.0,Manual,5.0,Front,3.6,94.0,10200.0
Fiat Tipo,70.0,3.0,1335.0,32607.0,Manual,5.0,Front,4.1,108.0,16490.0
Fiat 500,70.0,5.0,1055.0,57000.0,Manual,5.0,Front,3.6,95.0,11450.0
Fiat Tipo,74.0,1.0,1335.0,20238.0,Manual,5.0,Front,5.7,125.0,17855.0
Fiat Tipo,70.0,4.0,1335.0,48569.0,Manual,6.0,Front,5.7,133.0,9900.0
Fiat Tipo,96.0,0.0,1335.0,2728.0,Automatic,7.0,Front,4.1,108.0,25950.0
Fiat Tipo,96.0,0.0,1335.0,10.0,Manual,5.0,Front,4.1,108.0,20200.0
Fiat Tipo,74.0,0.0,1315.0,105.0,Manual,5.0,Front,5.7,130.0,19480.0
Fiat 500X,103.0,5.0,1275.0,60000.0,Automatic,6.0,Front,5.7,133.0,15980.0
Fiat Tipo,74.0,1.0,1335.0,10.0,Manual,5.0,Front,5.7,130.0,21490.0
Fiat Tipo,73.0,1.0,1335.0,5219.0,Manual,5.0,Front,5.5,130.0,20450.0
Fiat Tipo,73.0,0.0,1335.0,10.0,Manual,5.0,Front,5.7,130.0,23290.0
Fiat 500X,88.0,4.0,1275.0,58118.0,Automatic,6.0,4WD,0.0,109.0,19900.0
Fiat Tipo,88.0,6.0,1385.0,21583.0,Manual,6.0,Front,8.3,135.0,16500.0
Fiat 500X,88.0,4.0,1275.0,60695.0,Manual,6.0,Front,0.0,109.0,19200.0
Fiat Tipo,88.0,2.0,1370.0,27965.0,Automatic,6.0,Front,4.7,117.0,18700.0
Fiat Tipo,70.0,5.0,1335.0,63276.0,Manual,5.0,Front,4.1,108.0,11899.0
Fiat Tipo,74.0,1.0,1335.0,5600.0,Manual,5.0,Front,5.5,130.0,20900.0
Fiat 500,51.0,0.0,960.0,10.0,Manual,6.0,Front,3.9,88.0,19400.0
Fiat 500,51.0,1.0,960.0,5.0,Manual,6.0,Front,4.1,106.0,16980.0
Fiat Panda,70.0,6.0,1055.0,80122.0,Manual,5.0,Front,3.6,103.5,9900.0
Fiat 500,51.0,0.0,1055.0,2000.0,Manual,6.0,Front,4.6,105.0,16400.0
Fiat Panda,70.0,6.0,1055.0,48167.0,Manual,5.0,Front,0.0,94.0,10300.0
Fiat 500,70.0,7.0,960.0,100675.0,Manual,5.0,Front,3.6,95.0,9199.0
Fiat 500X,88.0,2.0,1395.0,9800.0,Manual,6.0,Front,5.8,133.0,23500.0
Fiat Tipo,70.0,5.0,1270.0,86000.0,Manual,6.0,Front,5.7,132.0,12300.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,70.0,5.0,1335.0,63276.0,Manual,5.0,Front,4.1,108.0,11899.0
Fiat Tipo,70.0,3.0,1335.0,52330.0,Manual,6.0,Front,6.3,128.0,12900.0
Fiat 500,51.0,14.0,865.0,118844.0,Manual,5.0,Front,5.1,119.0,4700.0
Fiat 500,51.0,7.0,960.0,106539.0,Manual,5.0,Front,5.0,117.0,7749.0
Fiat 500,51.0,6.0,865.0,88550.0,Manual,5.0,Front,4.7,110.0,8000.0
Fiat 500,77.0,4.0,1015.0,32800.0,Manual,6.0,Front,4.2,99.0,13370.0
Fiat Tipo,70.0,2.0,1270.0,27400.0,Manual,6.0,Front,5.9,133.0,14200.0
Fiat Panda,62.0,6.0,1125.0,31657.0,Manual,6.0,4WD,4.9,114.0,9500.0
Fiat 500X,81.0,3.0,1275.0,14000.0,Manual,5.0,Front,6.7,154.0,18990.0
Fiat 500,51.0,0.0,960.0,10.0,Manual,6.0,Front,4.9,115.0,18900.0
Fiat 500,51.0,1.0,1055.0,10.0,Manual,6.0,Front,4.9,115.0,17300.0
Fiat 500X,88.0,4.0,1275.0,62451.0,Manual,6.0,Front,0.0,109.0,19700.0
Fiat Panda,63.0,8.0,1055.0,35900.0,Automatic,5.0,Front,4.1,95.0,11890.0
Fiat Tipo,70.0,5.0,1335.0,63276.0,Manual,5.0,Front,4.1,108.0,11899.0
Fiat Tipo,70.0,5.0,1335.0,56920.0,Manual,6.0,Front,0.0,130.0,11280.0
Fiat 500,51.0,0.0,960.0,10.0,Manual,6.0,Front,3.9,88.0,19400.0
Fiat 500,85.0,1.0,960.0,1200.0,Automatic,1.0,Front,2.359,0.0,29000.0
Fiat Tipo,96.0,1.0,1335.0,9200.0,Manual,6.0,Front,4.6,122.0,24500.0
Fiat Tipo,96.0,0.0,1425.0,16.0,Automatic,7.0,Front,5.6,120.0,27880.0
Fiat 500X,88.0,4.0,1275.0,33704.0,Manual,6.0,Front,6.7,154.0,18900.0
Fiat Tipo,70.0,2.0,1335.0,16352.0,Manual,5.0,Front,5.7,130.0,16908.0
Fiat Panda,70.0,5.0,1055.0,63158.0,Manual,5.0,Front,3.6,94.0,10900.0
Fiat Tipo,88.0,5.0,1335.0,87977.0,Manual,6.0,Front,3.7,98.0,11390.0
Fiat 500,70.0,7.0,960.0,100675.0,Manual,5.0,Front,3.6,95.0,9199.0
Fiat Tipo,71.0,5.0,1125.0,118781.0,Manual,6.0,Front,5.7,133.0,9450.0
Fiat Panda,63.0,0.0,1125.0,1.0,Manual,6.0,4WD,4.95,113.0,18690.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,70.0,5.0,1335.0,63276.0,Manual,5.0,Front,4.1,108.0,11899.0
Fiat Tipo,73.0,0.0,1335.0,1.0,Manual,5.0,Front,5.5,130.0,22990.0
Fiat 500,51.0,5.0,940.0,46000.0,Manual,5.0,Front,4.3,99.0,14490.0
Fiat Panda,70.0,5.0,1200.0,100004.0,Manual,5.0,4WD,4.4,117.0,15900.0
Fiat Tipo,70.0,0.0,1370.0,1.0,Manual,5.0,Front,3.0,113.0,22400.0
Fiat 500,63.0,8.0,930.0,82000.0,Manual,5.0,Front,4.0,92.0,8999.0
Fiat 500,51.0,7.0,960.0,106539.0,Manual,5.0,Front,5.0,117.0,7749.0
Fiat Tipo,74.0,0.0,1335.0,10.0,Manual,5.0,Front,5.7,125.0,15990.0
Fiat 500,51.0,0.0,960.0,1.0,Manual,6.0,Front,3.9,88.0,13250.0
Fiat Tipo,70.0,5.0,1335.0,63276.0,Manual,5.0,Front,4.1,108.0,11899.0
Fiat Tipo,96.0,0.0,1335.0,123.0,Automatic,7.0,Front,4.1,108.0,24900.0
Fiat Tipo,74.0,0.0,1315.0,100.0,Manual,5.0,Front,5.4,124.0,21980.0
Fiat Tipo,70.0,5.0,1335.0,97758.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat Tipo,70.0,2.0,1375.0,8481.0,Manual,5.0,Front,4.2,103.0,17900.0
Fiat 500,51.0,7.0,960.0,106539.0,Manual,5.0,Front,5.0,117.0,7749.0
Fiat Tipo,74.0,0.0,1335.0,10.0,Manual,5.0,Front,5.7,125.0,15790.0
Fiat 500,51.0,3.0,960.0,49860.0,Manual,5.0,Front,4.8,108.0,8880.0
Fiat 500,51.0,0.0,960.0,1.0,Manual,6.0,Front,3.9,88.0,13850.0
Fiat 500,70.0,7.0,960.0,100675.0,Manual,5.0,Front,3.6,95.0,9199.0
Fiat Tipo,74.0,2.0,1335.0,9000.0,Manual,5.0,Front,5.5,130.0,20800.0
Fiat 500,51.0,1.0,1055.0,13000.0,Manual,6.0,Front,4.6,106.0,17900.0
Fiat 500,51.0,6.0,865.0,81000.0,Manual,5.0,Front,4.9,115.0,8750.0
Fiat 500,51.0,0.0,1055.0,1.0,Manual,6.0,Front,3.9,88.0,18700.0
Fiat Tipo,73.0,1.0,1335.0,11463.0,Manual,5.0,Front,5.3,125.0,17450.0
Fiat 500,70.0,7.0,960.0,100675.0,Manual,5.0,Front,3.6,95.0,9199.0
Fiat Tipo,74.0,1.0,1240.0,8.0,Manual,5.0,Front,5.8,128.0,23500.0
Fiat Panda,59.0,7.0,1055.0,49499.0,Manual,5.0,4WD,4.7,125.0,14900.0
Fiat Tipo,70.0,5.0,1335.0,74238.0,Manual,5.0,Front,4.1,108.0,10799.0
Fiat 500,51.0,0.0,960.0,10.0,Manual,6.0,Front,4.9,115.0,18900.0
Fiat Tipo,70.0,6.0,1225.0,64567.0,Manual,6.0,Front,5.7,133.0,12800.0
Fiat Panda,51.0,0.0,1055.0,10.0,Manual,6.0,Rear,5.0,89.0,17200.0
Fiat Panda,44.0,16.0,935.0,71130.0,Manual,5.0,Front,5.6,133.0,5900.0
Fiat 500,73.0,13.0,960.0,74737.0,Automatic,6.0,Front,6.3,149.0,9700.0
Fiat Panda,55.0,7.0,1110.0,90180.0,Manual,5.0,Front,3.9,103.0,9900.0
Fiat 500,51.0,6.0,940.0,55000.0,Manual,5.0,Front,4.9,115.0,8999.0
Fiat 500,51.0,0.0,980.0,10.0,Manual,6.0,Front,3.9,88.0,16290.0
Fiat Tipo,70.0,4.0,1225.0,30000.0,Manual,6.0,Front,5.7,133.0,10490.0
Fiat 500,43.0,0.0,1365.0,1.0,Automatic,1.0,Front,4.9,115.0,27200.0
Fiat 500,51.0,7.0,960.0,106539.0,Manual,5.0,Front,5.0,117.0,7749.0
Fiat Tipo,70.0,6.0,1335.0,82223.0,Manual,5.0,Front,5.7,1.0,11500.0
Fiat Tipo,74.0,1.0,1365.0,1.0,Manual,5.0,Front,5.3,125.0,20270.0
Fiat Panda,51.0,11.0,935.0,230000.0,Manual,5.0,Front,4.9,113.0,4800.0
Fiat 500,52.0,0.0,989.0,10.0,Manual,5.0,Front,4.9,106.0,17490.0
Fiat 500,51.0,1.0,960.0,50.0,Manual,6.0,Front,4.9,115.0,17800.0
Fiat Tipo,96.0,0.0,1425.0,1.0,Automatic,7.0,Front,5.2,118.0,27890.0
Fiat Panda,51.0,10.0,935.0,88000.0,Manual,5.0,Front,4.9,113.0,5890.0
Fiat Tipo,70.0,2.0,1335.0,14900.0,Manual,6.0,Front,5.6,129.0,14900.0
Fiat Tipo,88.0,4.0,1335.0,33290.0,Manual,5.0,Front,3.7,98.0,14699.0
Fiat Tipo,74.0,0.0,1335.0,10.0,Manual,5.0,Front,5.7,125.0,17390.0
Fiat 500,70.0,7.0,960.0,100675.0,Manual,5.0,Front,3.6,95.0,9199.0
Fiat Panda,63.0,5.0,1055.0,99636.0,Manual,5.0,Front,4.6,107.0,8900.0
Fiat Tipo,70.0,1.0,1335.0,16066.0,Manual,6.0,Front,5.7,132.0,16490.0
Fiat Tipo,70.0,6.0,1335.0,67680.0,Manual,6.0,Front,5.7,133.0,12400.0
Fiat Panda,63.0,1.0,1055.0,9449.0,Manual,6.0,4WD,4.9,113.0,20280.0
Fiat 500,70.0,0.0,960.0,35.0,Manual,6.0,Front,4.9,115.0,18700.0
Fiat 500,77.0,6.0,1015.0,43356.0,Manual,6.0,Front,4.2,99.0,11370.0
Fiat Panda,70.0,5.0,1075.0,58000.0,Manual,5.0,4WD,4.4,117.0,16500.0
Fiat 500,51.0,9.0,960.0,87100.0,Manual,5.0,Front,4.9,119.0,7297.0
Fiat Tipo,74.0,0.0,1335.0,10.0,Manual,5.0,Front,5.4,124.0,17390.0
Fiat 500,70.0,7.0,960.0,100675.0,Manual,5.0,Front,3.6,95.0,9199.0
SEAT Leon,213.0,3.0,1431.0,30000.0,Automatic,7.0,Front,6.7,124.0,30990.0
SEAT Ibiza,77.0,8.0,1170.0,144300.0,Manual,5.0,Front,4.2,99.0,7990.0
SEAT Ibiza,70.0,4.0,1243.0,204000.0,Manual,5.0,Front,3.7,99.0,8990.0
SEAT Leon,110.0,2.0,1260.0,88568.0,Manual,6.0,Front,4.8,124.0,14990.0
SEAT Ibiza,77.0,8.0,1090.0,125941.0,Manual,5.0,Front,5.1,119.0,5270.0
SEAT Leon,213.0,6.0,1395.0,67000.0,Manual,6.0,Front,6.7,124.0,25900.0
SEAT Ibiza,85.0,4.0,1239.0,110900.0,Manual,5.0,Front,4.1,111.0,12490.0
SEAT Leon,213.0,3.0,1431.0,18750.0,Automatic,7.0,Front,6.7,124.0,30600.0
SEAT Leon,77.0,12.0,1365.0,156000.0,Manual,5.0,Front,4.5,107.5,6900.0
SEAT Ibiza,74.0,15.0,1144.0,76600.0,Manual,5.0,Front,5.0,99.0,8900.0
SEAT Leon,110.0,2.0,1260.0,88568.0,Manual,6.0,Front,4.8,124.0,14990.0
SEAT Ibiza,81.0,0.0,1239.0,100.0,Manual,6.0,Front,0.0,110.0,17750.0
SEAT Ibiza,85.0,4.0,1239.0,36085.0,Automatic,7.0,Front,4.7,108.0,20900.0
SEAT Leon,85.0,2.0,1260.0,16900.0,Manual,6.0,Front,3.8,107.5,21900.0
SEAT Ibiza,132.0,10.0,1259.0,108000.0,Automatic,7.0,Front,6.4,110.0,12200.0
SEAT Ibiza,77.0,10.0,1170.0,131439.0,Manual,5.0,Front,4.3,99.0,9000.0
SEAT Ibiza,81.0,6.0,1034.0,79150.0,Manual,5.0,Front,5.2,123.0,13289.0
SEAT Leon,103.0,13.0,1390.0,220209.0,Manual,6.0,Front,5.6,107.5,8900.0
SEAT Leon,85.0,3.0,1331.0,92916.0,Manual,5.0,Front,4.2,107.5,13900.0
SEAT Ibiza,70.0,2.0,1239.0,73250.0,Manual,5.0,Front,3.9,102.0,14940.0
SEAT Ibiza,110.0,4.0,1239.0,27840.0,Manual,5.0,Front,4.2,0.0,19900.0
SEAT Ibiza,85.0,4.0,1239.0,71722.0,Manual,5.0,Front,3.9,102.0,16900.0
SEAT Arona,85.0,3.0,1189.0,57880.0,Manual,6.0,Front,5.0,133.0,17790.0
SEAT Leon,110.0,0.0,1260.0,5000.0,Automatic,7.0,Front,4.0,107.5,30990.0
SEAT Leon,81.0,6.0,1260.0,92385.0,Manual,6.0,Front,4.0,107.5,12500.0
SEAT Leon,96.0,2.0,1239.0,53700.0,Manual,6.0,Front,5.2,110.0,17990.0
SEAT Ibiza,85.0,3.0,1172.0,11853.0,Automatic,7.0,Front,4.9,112.0,20950.0
SEAT Leon,85.0,4.0,1331.0,121988.0,Manual,5.0,Front,4.2,107.5,11890.0
SEAT Ibiza,110.0,4.0,1186.0,56150.0,Manual,6.0,Front,5.1,110.0,17090.0
SEAT Ibiza,55.0,4.0,1239.0,86002.0,Manual,5.0,Front,4.9,116.0,10980.0
SEAT Ibiza,110.0,4.0,1239.0,36529.0,Manual,5.0,Front,4.9,112.0,19900.0
SEAT Ibiza,77.0,10.0,1170.0,131439.0,Manual,5.0,Front,4.3,99.0,9000.0
SEAT Ibiza,51.0,11.0,1239.0,149990.0,Manual,5.0,Front,5.9,139.0,4650.0
SEAT Ibiza,63.0,13.0,1053.0,163950.0,Manual,5.0,Front,6.5,110.0,4490.0
SEAT Leon,135.0,5.0,1370.0,106000.0,Manual,6.0,Front,4.5,107.5,17900.0
SEAT Ibiza,81.0,1.0,1239.0,100.0,Manual,5.0,Front,4.3,102.0,19990.0
SEAT Ibiza,81.0,0.0,1239.0,5000.0,Automatic,7.0,Front,4.8,137.0,23790.0
SEAT Leon,81.0,5.0,1213.0,127500.0,Manual,6.0,Front,4.9,124.0,11990.0
SEAT Ibiza,59.0,3.0,1028.0,44012.0,Manual,5.0,Front,4.8,132.0,12900.0
SEAT Ibiza,70.0,3.0,1122.0,27474.0,Manual,5.0,Front,4.7,106.0,14799.0
SEAT Leon,85.0,5.0,1331.0,112567.0,Manual,5.0,Front,3.8,107.5,13950.0
SEAT Ibiza,66.0,1.0,1239.0,23043.0,Manual,5.0,Front,5.0,110.0,13950.0
SEAT Leon,110.0,1.0,1316.0,23500.0,Manual,6.0,Front,5.3,124.0,21700.0
SEAT Ibiza,110.0,8.0,1239.0,21474.0,Automatic,7.0,Front,5.9,140.0,13980.0
