make_model,power_kW,age,empty_weight,mileage,gearbox,gears,drivetrain,cons_avg,co_emissions,price
Renault Megane,96.0,11.0,1395.0,85000.0,Manual,6.0,Front,7.3,173.0,8850.0
Renault Megane,99.0,17.0,1365.0,61203.0,Manual,6.0,Front,8.2,196.0,4900.0
Renault Megane,99.0,18.0,1456.0,117000.0,Manual,6.0,Front,8.2,196.0,3800.0
Renault Megane,99.0,13.0,1456.0,80000.0,Manual,6.0,Front,8.2,173.0,6250.0
Renault Megane,88.0,17.0,1400.0,313192.0,Manual,5.0,Front,5.0,146.0,1595.0
Renault Megane,78.0,16.0,1470.0,108000.0,Manual,6.0,Front,5.0,133.0,2700.0
Renault Megane,99.0,18.0,1395.0,79598.0,Manual,6.0,Front,7.3,173.0,2499.0
Renault Megane,99.0,13.0,1365.0,187500.0,Manual,6.0,Front,8.2,194.0,4450.0
Renault Megane,81.0,8.0,1320.0,180000.0,Manual,6.0,Front,4.1,131.0,6999.0
Renault Megane,99.0,17.0,1395.0,194200.0,Manual,6.0,Front,8.2,196.0,3950.0
Renault Megane,99.0,17.0,1456.0,84000.0,Manual,6.0,Front,8.2,196.0,4500.0
Renault Megane,83.0,17.0,1295.0,105573.0,Manual,5.0,Front,6.9,164.0,3250.0
Renault Megane,81.0,12.0,1585.0,109528.0,Manual,6.0,Front,4.8,126.0,8790.0
Renault Megane,71.0,9.0,1395.0,159000.0,Manual,6.0,Front,5.0,131.0,7500.0
Renault Megane,97.0,7.0,1395.0,68602.0,Manual,6.0,Front,6.4,152.0,14750.0
Renault Megane,96.0,15.0,1500.0,210000.0,Manual,6.0,Front,5.8,154.0,3000.0
Renault Megane,82.0,14.0,1395.0,94000.0,Manual,5.0,Front,7.0,166.0,4100.0
Renault Megane,96.0,12.0,1540.0,276260.0,Manual,6.0,Front,5.8,149.0,3600.0
Renault Megane,96.0,8.0,1490.0,97763.0,Manual,6.0,Front,6.4,145.0,17945.0
Renault Megane,98.0,16.0,1230.0,116000.0,Automatic,6.0,Front,8.0,191.0,4700.0
Renault Megane,88.0,17.0,1395.0,190000.0,Manual,6.0,Front,5.5,146.0,2300.0
Renault Megane,99.0,16.0,1456.0,175000.0,Manual,6.0,Front,8.2,196.0,1800.0
Renault Megane,99.0,17.0,1395.0,186000.0,Automatic,6.0,Front,8.4,201.0,3950.0
Renault Megane,96.0,11.0,1575.0,74500.0,Manual,6.0,Front,7.3,169.0,10900.0
Renault Megane,96.0,17.0,1395.0,255000.0,Manual,6.0,Front,5.8,154.0,2390.0
Renault Megane,99.0,16.0,1390.0,205000.0,Manual,6.0,Front,8.2,194.0,2390.0
Renault Megane,82.0,14.0,1395.0,165000.0,Manual,5.0,Front,7.0,166.0,3499.0
Renault Megane,82.0,13.0,1295.0,187511.0,Manual,5.0,Front,7.0,166.0,3950.0
Renault Megane,96.0,12.0,1395.0,106000.0,Manual,6.0,Front,5.8,154.0,5880.0
Renault Megane,96.0,11.0,1475.0,174762.0,Manual,6.0,Front,7.3,169.0,8495.0
Renault Megane,97.0,8.0,1590.0,121300.0,Manual,6.0,Front,6.4,145.0,12990.0
Renault Megane,83.0,16.0,1395.0,160000.0,Manual,5.0,Front,7.0,173.0,3400.0
Renault Megane,81.0,10.0,1215.0,146000.0,Manual,6.0,Front,4.4,114.0,6500.0
Renault Megane,103.0,11.0,1615.0,52500.0,Automatic,1.0,Front,8.0,184.0,12900.0
Renault Megane,120.0,17.0,1395.0,111000.0,Manual,6.0,Front,8.0,191.0,4499.0
Renault Megane,99.0,17.0,1456.0,119999.0,Manual,6.0,Front,8.2,196.0,2799.0
Renault Megane,99.0,17.0,1365.0,79412.0,Manual,6.0,Front,8.2,196.0,3999.0
Renault Megane,97.0,8.0,1490.0,63978.0,Manual,6.0,Front,6.4,145.0,18750.0
Renault Megane,165.0,15.0,1450.0,141000.0,Manual,6.0,Front,8.8,209.0,8500.0
Renault Megane,96.0,14.0,1430.0,218000.0,Manual,6.0,Front,5.8,154.0,3490.0
Renault Megane,96.0,12.0,1615.0,105000.0,Manual,6.0,Front,5.8,149.0,8500.0
Renault Megane,96.0,11.0,1395.0,129963.0,Manual,6.0,Front,7.3,169.0,7900.0
Renault Megane,81.0,11.0,1510.0,108000.0,Manual,6.0,Front,5.1,133.0,9400.0
Renault Megane,99.0,18.0,1365.0,245084.0,Manual,6.0,Front,8.2,196.0,2295.0
Renault Megane,99.0,16.0,1365.0,220709.0,Manual,6.0,Front,8.2,196.0,3850.0
Renault Megane,96.0,12.0,1475.0,83927.0,Manual,6.0,Front,7.3,169.0,11940.0
Renault Megane,79.0,20.0,1100.0,110000.0,Manual,6.0,Front,7.2,169.0,1750.0
Renault Megane,96.0,9.0,1511.0,177260.0,Manual,6.0,Front,4.4,115.0,7750.0
Renault Megane,82.0,15.0,1395.0,130000.0,Manual,5.0,Front,7.0,166.0,2750.0
Renault Megane,83.0,18.0,1395.0,79120.0,Manual,5.0,Front,7.0,166.0,3400.0
Renault Megane,97.0,9.0,1490.0,115803.0,Manual,6.0,Front,6.4,145.0,13990.0
Renault Megane,120.0,17.0,1395.0,129545.0,Manual,6.0,Front,8.0,191.0,4950.0
Renault Megane,85.0,18.0,1500.0,190000.0,Manual,6.0,Front,5.5,144.0,7600.0
Renault Megane,83.0,16.0,1295.0,162700.0,Manual,5.0,Front,6.9,164.0,2250.0
Renault Megane,96.0,12.0,1500.0,159756.0,Manual,6.0,Front,7.3,173.0,8690.0
Renault Megane,99.0,16.0,1456.0,145000.0,Manual,6.0,Front,8.0,196.0,4200.0
Renault Megane,79.0,20.0,1100.0,111818.0,Manual,5.0,Front,7.2,169.0,3000.0
Renault Megane,96.0,11.0,1575.0,120000.0,Manual,6.0,Front,7.3,169.0,6500.0
Renault Megane,99.0,18.0,1365.0,251000.0,Manual,6.0,Front,8.2,196.0,3500.0
Renault Megane,83.0,16.0,1395.0,108500.0,Manual,5.0,Front,7.0,166.0,3300.0
Renault Megane,78.0,16.0,1505.0,220000.0,Manual,6.0,Front,5.0,131.0,3900.0
Renault Megane,82.0,16.0,1295.0,131400.0,Manual,5.0,Front,7.0,166.0,2500.0
Renault Megane,96.0,12.0,1475.0,106978.0,Manual,6.0,Front,7.3,169.0,8950.0
Renault Clio,54.0,7.0,860.0,115195.0,Manual,5.0,Front,0.0,113.0,7500.0
Renault Megane,82.0,16.0,1395.0,227500.0,Manual,5.0,Front,7.0,173.0,1900.0
Renault Megane,110.0,16.0,1495.0,114727.0,Manual,6.0,Front,5.7,151.0,3500.0
Renault Megane,99.0,18.0,1385.0,117000.0,Automatic,4.0,Front,8.4,201.0,3944.0
Renault Megane,96.0,10.0,1611.0,147650.0,Manual,6.0,Front,4.4,115.0,12900.0
Renault Megane,78.0,16.0,1195.0,150000.0,Manual,6.0,Front,4.5,120.0,1999.0
Renault Megane,97.0,9.0,1590.0,72690.0,Manual,6.0,Front,6.4,152.0,13950.0
Renault Megane,97.0,9.0,1590.0,82377.0,Manual,6.0,Front,6.4,145.0,12789.0
Renault Megane,99.0,14.0,1395.0,74550.0,Manual,6.0,Front,7.3,173.0,5950.0
Renault Megane,96.0,11.0,1475.0,223692.0,Manual,6.0,Front,7.3,169.0,7999.0
Renault Megane,79.0,19.0,1100.0,169000.0,Manual,6.0,Front,7.2,169.0,1200.0
Renault Megane,96.0,12.0,1395.0,108000.0,Manual,6.0,Front,7.3,173.0,6600.0
Renault Megane,82.0,15.0,1250.0,71900.0,Manual,5.0,Front,6.9,164.0,5990.0
Renault Megane,96.0,11.0,1575.0,46614.0,Manual,6.0,Front,7.3,169.0,11250.0
Renault Megane,96.0,11.0,1395.0,139198.0,Manual,6.0,Front,7.3,173.0,8500.0
Renault Megane,99.0,16.0,1575.0,115920.0,Manual,6.0,Front,7.3,0.0,3890.0
Renault Megane,96.0,16.0,1395.0,89200.0,Automatic,6.0,Front,7.3,173.0,9990.0
Renault Megane,99.0,17.0,1395.0,120000.0,Manual,6.0,Front,8.2,196.0,1700.0
Renault Megane,99.0,18.0,1395.0,238000.0,Automatic,4.0,Front,8.4,201.0,3400.0
Renault Megane,96.0,11.0,1475.0,186604.0,Manual,6.0,Front,7.3,169.0,8499.0
Renault Megane,96.0,11.0,1475.0,101136.0,Manual,6.0,Front,7.3,169.0,11495.0
Renault Megane,81.0,10.0,1610.0,106000.0,Automatic,6.0,Front,5.0,132.0,13900.0
Renault Megane,82.0,14.0,1395.0,114000.0,Manual,6.0,Front,7.0,166.0,3999.0
Renault Megane,82.0,14.0,1395.0,138000.0,Manual,5.0,Front,7.0,166.0,4999.0
Renault Megane,82.0,16.0,1365.0,158000.0,Manual,5.0,Front,7.8,187.0,4900.0
Renault Megane,82.0,13.0,1295.0,195000.0,Manual,6.0,Front,7.0,166.0,4999.0
Renault Megane,82.0,15.0,1395.0,215000.0,Manual,5.0,Front,7.0,166.0,4990.0
Renault Megane,102.0,9.0,1515.0,79312.0,Automatic,6.0,Front,8.0,184.0,17900.0
Renault Megane,96.0,10.0,1575.0,94000.0,Manual,6.0,Front,7.3,173.0,6999.0
Renault Megane,99.0,18.0,1250.0,113800.0,Manual,6.0,Front,8.0,191.0,4400.0
Renault Megane,83.0,18.0,1395.0,102000.0,Manual,6.0,Front,7.0,166.0,4490.0
Renault Megane,96.0,16.0,1405.0,285674.0,Manual,6.0,Front,5.8,154.0,2250.0
Renault Megane,81.0,12.0,1320.0,162000.0,Manual,6.0,Front,4.4,114.0,6200.0
Renault Megane,184.0,12.0,1387.0,137000.0,Manual,6.0,Front,8.4,195.0,12500.0
Renault Megane,83.0,19.0,1395.0,48520.0,Manual,5.0,Front,7.0,166.0,9999.0
Renault Megane,81.0,11.0,1430.0,134000.0,Manual,6.0,Front,7.6,175.0,8490.0
Renault Megane,96.0,12.0,1475.0,121607.0,Manual,6.0,Front,7.3,169.0,9450.0
Renault Megane,97.0,9.0,1490.0,101909.0,Manual,6.0,Front,6.4,145.0,14950.0
Renault Megane,184.0,12.0,1387.0,155000.0,Manual,6.0,Front,8.4,195.0,13000.0
Renault Megane,201.0,7.0,1454.0,72880.0,Manual,6.0,Front,7.6,178.0,23888.0
Renault Megane,221.0,2.0,1387.0,24229.0,Automatic,6.0,Front,7.6,178.0,36880.0
Renault Megane,195.0,7.0,1387.0,74433.0,Manual,6.0,Front,7.5,178.0,19990.0
Renault Megane,81.0,9.0,1290.0,101000.0,Manual,6.0,Front,6.9,159.0,6990.0
Renault Megane,132.0,9.0,1354.0,153674.0,Manual,6.0,Front,8.2,190.0,15950.0
Renault Clio,66.0,20.0,1410.0,38760.0,Manual,6.0,Rear,11.2,267.0,58490.0
Renault Clio,55.0,4.0,1149.0,190000.0,Manual,6.0,Front,3.3,194.0,8500.0
Renault Megane,132.0,13.0,1295.0,250889.0,Manual,6.0,Front,7.6,178.0,4950.0
Renault Megane,195.0,10.0,1387.0,125000.0,Manual,6.0,Front,8.2,190.0,15900.0
Renault Megane,132.0,9.0,1387.0,98499.0,Manual,6.0,Front,4.4,114.0,9990.0
Renault Megane,85.0,10.0,1180.0,154672.0,Manual,6.0,Front,5.3,119.0,6499.0
Renault Megane,221.0,2.0,1518.0,21778.0,Automatic,6.0,Front,7.7,190.0,36999.0
Renault Megane,96.0,11.0,1170.0,164169.0,Manual,6.0,Front,6.3,145.0,7445.0
Renault Megane,85.0,7.0,1387.0,66021.0,Manual,6.0,Front,0.0,178.0,11990.0
Renault Clio,66.0,4.0,1149.0,75000.0,Manual,5.0,Front,6.1,98.0,12800.0
Renault Megane,81.0,10.0,1180.0,140569.0,Manual,6.0,Front,3.5,90.0,7445.0
Renault Megane,132.0,18.0,1195.0,263000.0,Manual,5.0,Front,4.5,117.0,790.0
Renault Megane,184.0,10.0,1387.0,65000.0,Manual,6.0,Front,8.4,195.0,16900.0
Renault Megane,81.0,12.0,1280.0,98000.0,Manual,6.0,Front,4.4,114.0,5900.0
Renault Megane,202.0,6.0,1354.0,122128.0,Manual,6.0,Front,7.6,178.0,18950.0
Renault Megane,132.0,13.0,1387.0,87842.0,Manual,6.0,Front,7.6,158.0,7500.0
Renault Megane,221.0,2.0,1387.0,11000.0,Automatic,6.0,Front,7.6,178.0,34999.0
Renault Megane,205.0,2.0,1387.0,2500.0,Automatic,6.0,Front,7.5,171.0,40950.0
Renault Clio,55.0,6.0,1149.0,80000.0,Manual,6.0,Front,3.6,194.0,13500.0
Renault Megane,81.0,13.0,1387.0,129000.0,Manual,6.0,Front,6.9,163.0,4990.0
Renault Clio,66.0,5.0,1149.0,79000.0,Manual,6.0,Front,3.3,194.0,12900.0
Renault Clio,85.0,3.0,1149.0,79000.0,Manual,6.0,Front,3.6,194.0,16500.0
Renault Clio,66.0,5.0,1149.0,28500.0,Manual,6.0,Front,4.7,194.0,13950.0
Renault Clio,66.0,3.0,1149.0,26000.0,Manual,6.0,Front,4.7,194.0,13500.0
Renault Captur,86.0,4.0,1322.0,44902.0,Manual,6.0,Front,5.4,121.0,16900.0
Renault Megane,85.0,9.0,1387.0,110886.0,Manual,6.0,Front,7.6,178.0,9995.0
Renault Clio,66.0,5.0,1149.0,103369.0,Manual,6.0,Front,4.7,194.0,12500.0
Renault Clio,55.0,4.0,1149.0,60000.0,Manual,6.0,Front,5.6,194.0,12300.0
Renault Megane,81.0,10.0,1387.0,102000.0,Manual,6.0,Front,4.4,114.0,9000.0
Renault Megane,195.0,9.0,1354.0,149924.0,Manual,6.0,Front,7.5,174.0,23500.0
Renault Megane,132.0,13.0,1395.0,199500.0,Manual,6.0,Front,7.6,178.0,5999.0
Renault Megane,70.0,7.0,1387.0,154000.0,Manual,6.0,Front,4.4,114.0,10900.0
Renault Megane,201.0,6.0,1454.0,63900.0,Manual,6.0,Front,7.5,174.0,23900.0
Renault Megane,195.0,9.0,1354.0,74243.0,Manual,6.0,Front,8.2,190.0,20950.0
Renault Megane,132.0,9.0,1320.0,104000.0,Manual,6.0,Front,7.0,178.0,8500.0
Renault Megane,162.0,6.0,1395.0,102000.0,Manual,6.0,Front,7.5,167.0,13900.0
Renault Megane,96.0,9.0,1387.0,179847.0,Manual,6.0,Front,4.0,106.0,6490.0
Renault Megane,201.0,6.0,1454.0,114000.0,Manual,6.0,Front,7.5,178.0,18990.0
Renault Megane,195.0,9.0,1387.0,112000.0,Manual,6.0,Front,7.5,174.0,25000.0
Renault Megane,210.0,13.0,1295.0,63900.0,Manual,6.0,Front,7.6,178.0,8995.0
Renault Megane,184.0,11.0,1362.0,180500.0,Manual,6.0,Front,8.2,190.0,15950.0
Renault Megane,195.0,10.0,1454.0,109647.0,Manual,6.0,Front,8.2,190.0,13999.0
Renault Megane,202.0,7.0,1387.0,42500.0,Manual,6.0,Front,7.6,178.0,28500.0
Renault Megane,221.0,3.0,1387.0,44000.0,Manual,6.0,Front,7.6,178.0,30500.0
Renault Megane,184.0,11.0,1462.0,175000.0,Manual,6.0,Front,8.4,195.0,14900.0
Renault Clio,66.0,10.0,1149.0,95218.0,Manual,6.0,Front,8.2,194.0,12499.0
Renault Megane,81.0,12.0,1280.0,193000.0,Manual,6.0,Front,4.1,114.0,2999.0
Renault Megane,232.0,10.0,1362.0,153535.0,Manual,6.0,Front,8.2,190.0,16890.0
Renault Megane,132.0,10.0,1387.0,160000.0,Manual,6.0,Front,7.7,178.0,7900.0
Renault Megane,132.0,13.0,1387.0,160000.0,Manual,6.0,Front,7.6,178.0,5750.0
Renault Megane,96.0,11.0,1395.0,195460.0,Manual,6.0,Front,5.1,135.0,4890.0
Renault Megane,132.0,10.0,1387.0,72000.0,Manual,6.0,Front,7.7,182.0,8970.0
Renault Megane,184.0,12.0,1362.0,145500.0,Manual,6.0,Front,8.4,195.0,19999.0
Renault Megane,81.0,12.0,1387.0,201700.0,Manual,6.0,Front,0.0,114.0,4800.0
Renault Megane,132.0,12.0,1362.0,295000.0,Manual,6.0,Front,8.4,195.0,13500.0
Renault Megane,81.0,12.0,1387.0,199809.0,Manual,6.0,Front,6.9,163.0,5498.0
Renault Megane,235.0,11.0,1340.0,94000.0,Manual,6.0,Front,8.4,195.0,29000.0
Renault Megane,96.0,12.0,1270.0,127000.0,Manual,6.0,Front,6.5,178.0,8900.0
Renault Megane,132.0,11.0,1387.0,20000.0,Manual,6.0,Front,4.4,114.0,20900.0
Renault Megane,132.0,13.0,1295.0,235098.0,Manual,6.0,Front,7.6,178.0,4244.0
Renault Megane,162.0,6.0,1295.0,79185.0,Manual,6.0,Front,7.5,167.0,15950.0
Renault Megane,132.0,11.0,1387.0,121000.0,Manual,6.0,Front,6.9,178.0,8490.0
Renault Megane,195.0,10.0,1462.0,114600.0,Manual,6.0,Front,8.2,178.0,14190.0
Renault Megane,184.0,11.0,1387.0,72800.0,Manual,6.0,Front,8.4,195.0,17000.0
Renault Megane,81.0,12.0,1280.0,160000.0,Manual,6.0,Front,4.1,104.0,4200.0
Renault Megane,110.0,12.0,1310.0,258000.0,Manual,6.0,Front,6.6,114.0,4500.0
Renault Megane,201.0,6.0,1387.0,122000.0,Manual,6.0,Front,7.6,178.0,20990.0
Renault Megane,184.0,10.0,1387.0,63637.0,Manual,6.0,Front,8.4,195.0,19450.0
Renault Megane,165.0,16.0,1430.0,108600.0,Manual,6.0,Front,8.8,209.0,17900.0
Renault Megane,132.0,13.0,1387.0,193000.0,Manual,6.0,Front,7.6,178.0,5199.0
Renault Megane,184.0,11.0,1387.0,93000.0,Manual,6.0,Front,8.4,195.0,20900.0
Renault Megane,184.0,12.0,1430.0,51000.0,Manual,6.0,Front,8.8,178.0,15500.0
Renault Megane,96.0,8.0,1387.0,112000.0,Manual,6.0,Front,4.0,106.0,9990.0
Renault Megane,223.0,11.0,1362.0,148000.0,Manual,6.0,Front,8.2,190.0,17450.0
Renault Megane,201.0,6.0,1454.0,59315.0,Manual,6.0,Front,7.5,178.0,23490.0
Renault Megane,132.0,7.0,1354.0,62927.0,Manual,6.0,Front,7.5,174.0,20450.0
Renault Megane,195.0,10.0,1387.0,75000.0,Manual,6.0,Front,8.2,190.0,17990.0
Renault Megane,201.0,6.0,1454.0,36500.0,Manual,6.0,Front,7.5,174.0,26660.0
Renault Megane,132.0,10.0,1394.0,136000.0,Manual,6.0,Front,7.7,178.0,8888.0
Renault Megane,96.0,13.0,1395.0,229000.0,Manual,6.0,Front,5.1,135.0,5500.0
Renault Megane,184.0,11.0,1462.0,120000.0,Manual,6.0,Front,8.4,195.0,16999.0
Renault Clio,66.0,10.0,1149.0,58900.0,Manual,6.0,Front,8.2,194.0,15900.0
Renault Megane,81.0,6.0,1279.0,229000.0,Manual,6.0,Front,3.6,93.0,6400.0
Renault Megane,195.0,10.0,1320.0,92300.0,Manual,6.0,Front,8.2,190.0,17500.0
Renault Megane,201.0,7.0,1454.0,92500.0,Manual,6.0,Front,7.5,174.0,22950.0
Renault Megane,221.0,3.0,1387.0,47000.0,Automatic,6.0,Front,7.7,176.0,34990.0
Renault Megane,132.0,11.0,1395.0,158000.0,Manual,6.0,Front,7.6,178.0,7250.0
Renault Megane,185.0,10.0,1362.0,132670.0,Manual,7.0,Front,8.2,190.0,16950.0
Renault Megane,195.0,10.0,1387.0,75000.0,Manual,6.0,Front,8.2,190.0,17990.0
Renault Megane,205.0,4.0,1387.0,52650.0,Automatic,6.0,Front,7.0,158.0,29990.0
Renault Megane,201.0,7.0,1387.0,91875.0,Manual,6.0,Front,7.5,178.0,17990.0
Renault Megane,201.0,8.0,1454.0,45000.0,Manual,6.0,Front,7.5,178.0,37500.0
Renault Megane,195.0,9.0,1387.0,136378.0,Manual,6.0,Front,7.5,178.0,18990.0
Renault Megane,81.0,10.0,1387.0,94000.0,Manual,6.0,Front,6.9,164.0,6700.0
Renault Megane,140.0,9.0,1394.0,77000.0,Manual,6.0,Front,7.0,162.0,10600.0
Renault Megane,118.0,12.0,1387.0,157000.0,Manual,6.0,Front,5.9,155.0,5999.0
Renault Megane,96.0,11.0,1387.0,222000.0,Manual,6.0,Front,5.1,135.0,4499.0
Renault Megane,195.0,7.0,1387.0,12545.0,Manual,6.0,Front,7.5,174.0,27000.0
Renault Megane,132.0,12.0,1295.0,187023.0,Manual,6.0,Front,7.7,178.0,6600.0
Renault Megane,132.0,13.0,1395.0,225000.0,Manual,6.0,Front,7.6,178.0,4950.0
Renault Megane,202.0,7.0,1376.0,100000.0,Manual,6.0,Front,7.5,174.0,26000.0
Renault Megane,195.0,9.0,1387.0,125052.0,Manual,6.0,Front,7.6,178.0,16999.0
Renault Megane,205.0,3.0,1387.0,52000.0,Manual,6.0,Front,7.2,163.0,28990.0
Renault Megane,184.0,11.0,1387.0,85358.0,Manual,6.0,Front,8.4,195.0,15900.0
Renault Megane,81.0,9.0,1280.0,135000.0,Manual,6.0,Front,4.0,90.0,7900.0
Renault Megane,132.0,10.0,1295.0,228000.0,Manual,6.0,Front,7.7,178.0,6000.0
Renault Megane,132.0,11.0,1387.0,143000.0,Manual,6.0,Front,7.6,178.0,7490.0
Renault Megane,184.0,11.0,1387.0,60000.0,Manual,6.0,Front,8.4,178.0,19500.0
Renault Megane,221.0,3.0,1387.0,62255.0,Manual,6.0,Front,8.0,183.0,32490.0
Renault Megane,205.0,3.0,1387.0,60000.0,Automatic,6.0,4WD,7.0,158.0,28999.0
Renault Megane,120.0,8.0,1456.0,97800.0,Manual,6.0,Front,5.6,145.0,12000.0
Renault Megane,201.0,6.0,1387.0,55500.0,Manual,6.0,Front,7.6,178.0,25400.0
Renault Megane,205.0,4.0,1430.0,26000.0,Automatic,6.0,Front,6.9,155.0,30900.0
Renault Megane,97.0,8.0,1280.0,69628.0,Manual,6.0,Front,5.4,127.0,8400.0
Renault Megane,221.0,3.0,1387.0,62255.0,Manual,6.0,Front,8.0,183.0,32490.0
Renault Megane,97.0,7.0,1205.0,82000.0,Manual,6.0,Front,5.6,129.0,8000.0
Renault Megane,184.0,10.0,1462.0,93436.0,Manual,6.0,Front,8.4,195.0,16490.0
Renault Megane,184.0,11.0,1387.0,79000.0,Manual,6.0,Front,7.6,178.0,25000.0
Renault Clio,147.0,6.0,1149.0,119000.0,Automatic,6.0,Front,5.9,140.0,14890.0
Renault Megane,213.0,11.0,1362.0,91000.0,Manual,6.0,Front,8.4,195.0,17950.0
Renault Megane,184.0,12.0,1362.0,181557.0,Manual,6.0,Front,8.4,195.0,12900.0
Renault Megane,81.0,12.0,1387.0,286000.0,Manual,6.0,Front,4.4,114.0,3950.0
Renault Megane,85.0,8.0,1280.0,95082.0,Manual,6.0,Front,5.3,119.0,7500.0
Renault Megane,132.0,8.0,1387.0,110500.0,Manual,6.0,Front,4.4,114.0,10400.0
Renault Megane,132.0,13.0,1295.0,169628.0,Manual,6.0,Front,7.6,178.0,6295.0
Renault Megane,132.0,12.0,1462.0,102700.0,Manual,6.0,Front,8.4,195.0,18995.0
Renault Megane,81.0,12.0,1365.0,153000.0,Manual,6.0,Front,4.6,120.0,5400.0
Renault Megane,221.0,3.0,1387.0,57500.0,Automatic,6.0,Front,7.7,176.0,32990.0
Renault Megane,221.0,12.0,1362.0,153092.0,Manual,6.0,Front,8.4,195.0,16750.0
Renault Clio,66.0,20.0,1149.0,7000.0,Manual,6.0,Front,5.9,194.0,75000.0
Renault Megane,184.0,12.0,1387.0,46263.0,Manual,6.0,Front,8.4,195.0,17890.0
Renault Megane,96.0,9.0,1395.0,200000.0,Manual,6.0,Front,4.0,104.0,8200.0
Renault Megane,96.0,11.0,1320.0,142000.0,Manual,6.0,Front,5.1,114.0,8750.0
Renault Megane,97.0,7.0,1280.0,67000.0,Manual,6.0,Front,5.4,124.0,12900.0
Renault Megane,195.0,8.0,1394.0,113000.0,Manual,6.0,Front,7.5,174.0,18500.0
Renault Megane,81.0,12.0,1180.0,219533.0,Manual,6.0,Front,6.9,162.0,3695.0
Renault Megane,165.0,17.0,1355.0,156000.0,Manual,6.0,Front,8.8,209.0,8290.0
Renault Megane,132.0,9.0,1387.0,2800.0,Manual,6.0,Front,7.6,178.0,23900.0
Renault Megane,184.0,12.0,1387.0,45000.0,Manual,6.0,Front,7.6,178.0,17900.0
Renault Megane,202.0,8.0,1297.0,22.0,Manual,6.0,Front,7.5,174.0,34990.0
Renault Megane,96.0,13.0,1270.0,159000.0,Manual,6.0,Front,6.5,178.0,7200.0
Renault Megane,202.0,8.0,1297.0,24.0,Manual,6.0,Front,7.5,174.0,34990.0
Renault Megane,83.0,19.0,1387.0,182000.0,Manual,6.0,Front,6.9,164.0,1200.0
Renault Megane,70.0,18.0,1387.0,216500.0,Manual,6.0,Front,0.0,153.0,490.0
Renault Megane,184.0,11.0,1387.0,95000.0,Manual,6.0,Front,8.4,195.0,18700.0
Renault Megane,165.0,17.0,1300.0,150000.0,Manual,6.0,Front,8.8,209.0,12000.0
Renault Megane,81.0,8.0,1280.0,80292.0,Manual,6.0,Front,3.5,90.0,12999.0
Renault Megane,151.0,6.0,1467.0,90000.0,Automatic,7.0,Front,6.0,142.0,16999.0
Renault Megane,132.0,9.0,1354.0,84982.0,Manual,6.0,Front,8.2,190.0,17950.0
Renault Megane,96.0,6.0,1392.0,81900.0,Manual,7.0,Front,6.0,134.0,17395.0
Renault Megane,184.0,12.0,1362.0,128923.0,Manual,6.0,Front,8.4,195.0,16995.0
Renault Megane,81.0,12.0,1387.0,240000.0,Manual,6.0,Front,4.4,114.0,3950.0
Renault Megane,96.0,11.0,1270.0,83000.0,Manual,6.0,Front,6.5,153.0,6990.0
Renault Megane,195.0,8.0,1387.0,140000.0,Manual,6.0,Front,8.2,190.0,16500.0
Renault Megane,96.0,9.0,1387.0,100000.0,Manual,6.0,Front,7.6,178.0,8500.0
Renault Megane,195.0,9.0,1387.0,82000.0,Manual,6.0,Front,8.2,190.0,18950.0
Renault Megane,97.0,9.0,1180.0,227316.0,Manual,6.0,Front,5.4,124.0,6900.0
Renault Megane,132.0,11.0,1462.0,111500.0,Manual,6.0,Front,8.4,195.0,18500.0
Renault Megane,184.0,11.0,1360.0,160000.0,Manual,6.0,Front,7.9,178.0,13000.0
Renault Megane,221.0,3.0,1387.0,62255.0,Manual,6.0,Front,8.0,183.0,32490.0
Renault Megane,85.0,9.0,1387.0,82000.0,Manual,6.0,Front,5.3,126.0,8900.0
Renault Megane,195.0,9.0,1454.0,170000.0,Manual,6.0,Front,8.2,190.0,10999.0
Renault Megane,140.0,9.0,1295.0,131000.0,Manual,6.0,Front,7.0,162.0,12500.0
Renault Megane,81.0,13.0,1280.0,136000.0,Manual,6.0,Front,6.9,178.0,4600.0
Renault Megane,96.0,13.0,1295.0,251000.0,Manual,6.0,Front,5.1,135.0,2800.0
Renault Clio,145.0,15.0,1149.0,149000.0,Manual,6.0,Front,5.9,194.0,12000.0
Renault Clio,170.0,19.0,1149.0,116543.0,Manual,6.0,Rear,5.9,194.0,45800.0
Renault Megane,96.0,11.0,1270.0,95000.0,Manual,6.0,Front,6.3,153.0,8990.0
Renault Megane,103.0,9.0,1350.0,61233.0,Automatic,1.0,Front,7.4,178.0,12995.0
Renault Megane,96.0,12.0,1320.0,200000.0,Manual,6.0,Front,5.1,114.0,5500.0
Renault Megane,221.0,3.0,1518.0,46500.0,Automatic,6.0,Front,7.7,176.0,37480.0
Renault Megane,184.0,12.0,1387.0,119000.0,Manual,6.0,Front,8.4,195.0,16999.0
Renault Clio,187.0,19.0,1149.0,120271.0,Manual,6.0,Rear,5.9,194.0,75000.0
Renault Megane,85.0,10.0,1387.0,130000.0,Manual,6.0,Front,5.3,126.0,6300.0
Renault Clio,67.0,1.0,1149.0,7021.0,Manual,6.0,Front,5.9,194.0,18550.0
Renault Clio,147.0,14.0,1240.0,197000.0,Manual,6.0,Front,8.9,199.0,9000.0
Renault Megane,184.0,11.0,1387.0,99999.0,Manual,6.0,Front,8.4,195.0,16250.0
